filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
image17.jpg,18641,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image18.jpg,18646,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image19.jpg,18672,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image20.jpg,18675,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image21.jpg,18681,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image22.jpg,18698,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image23.jpg,18712,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image24.jpg,18755,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image25.jpg,18771,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image26.jpg,18789,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image27.jpg,18971,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image28.jpg,18757,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image29.jpg,18748,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image30.jpg,18649,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image31.jpg,18829,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image32.jpg,18843,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image33.jpg,18671,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":674,""y"":4,""width"":449,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image34.jpg,19699,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":782,""y"":3,""width"":334,""height"":551}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image35.jpg,19699,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":796,""y"":4,""width"":327,""height"":539}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image36.jpg,19659,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":796,""y"":4,""width"":327,""height"":539}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image37.jpg,17819,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":796,""y"":4,""width"":327,""height"":539}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image38.jpg,17821,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":796,""y"":4,""width"":327,""height"":539}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image39.jpg,17706,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":796,""y"":4,""width"":327,""height"":539}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image40.jpg,17706,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":796,""y"":4,""width"":327,""height"":539}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image41.jpg,17719,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":796,""y"":4,""width"":327,""height"":539}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image42.jpg,17691,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":796,""y"":4,""width"":327,""height"":539}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image43.jpg,17688,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":796,""y"":4,""width"":327,""height"":539}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image44.jpg,17703,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":796,""y"":4,""width"":327,""height"":539}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image45.jpg,17654,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":721,""y"":4,""width"":402,""height"":567}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image46.jpg,17562,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":681,""y"":3,""width"":435,""height"":580}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image47.jpg,17556,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":671,""y"":4,""width"":452,""height"":574}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image48.jpg,17556,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":644,""y"":4,""width"":448,""height"":593}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image49.jpg,16926,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":561,""y"":11,""width"":452,""height"":593}","{""name"":""Tom\n"",""type"":""tom"",""image_quality"":{""good"":true},""tom"":""""}"
image50.jpg,16929,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":571,""y"":31,""width"":442,""height"":585}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image51.jpg,16939,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":542,""y"":25,""width"":466,""height"":593}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image52.jpg,16300,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":471,""y"":2,""width"":544,""height"":617}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image53.jpg,16318,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":471,""y"":2,""width"":544,""height"":617}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image54.jpg,15894,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":429,""y"":8,""width"":544,""height"":617}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image55.jpg,15746,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":397,""y"":2,""width"":654,""height"":655}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image56.jpg,15745,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":380,""y"":8,""width"":554,""height"":651}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image57.jpg,15647,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":340,""y"":4,""width"":555,""height"":661}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image58.jpg,15554,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image59.jpg,15562,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image60.jpg,15594,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image61.jpg,15611,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image62.jpg,15604,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image63.jpg,15707,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image64.jpg,15873,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image65.jpg,15876,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image66.jpg,16000,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image67.jpg,16161,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image68.jpg,16168,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image69.jpg,16207,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image70.jpg,16266,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image71.jpg,16291,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image72.jpg,16281,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image73.jpg,16284,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image74.jpg,16318,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image75.jpg,16356,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image76.jpg,16415,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image77.jpg,16452,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image78.jpg,16482,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image79.jpg,16476,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image80.jpg,16486,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image81.jpg,16507,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image82.jpg,16509,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image83.jpg,16508,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image84.jpg,16435,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image85.jpg,16369,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image86.jpg,16304,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image87.jpg,16267,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image88.jpg,16326,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image89.jpg,16334,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image90.jpg,16398,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image91.jpg,16429,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image92.jpg,16458,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image93.jpg,16465,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image94.jpg,16468,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image95.jpg,16480,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image96.jpg,16468,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image97.jpg,16273,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image98.jpg,16258,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image99.jpg,16238,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image100.jpg,16385,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image101.jpg,16414,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image102.jpg,16455,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image103.jpg,16483,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image104.jpg,16442,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
image105.jpg,16427,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":279,""y"":15,""width"":509,""height"":666}","{""type"":""tom"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true},""tom"":""not_defined""}"
